ticker,date,filing_count,form_10k_count,form_10q_count,form_8k_count,filing_count_30d,filing_count_90d,form_8k_count_30d,form_10q_count_180d,form_10k_count_365d,days_since_last_filing,days_since_last_8k
AAPL,2015-07-24,0,0,0,0,2.0,4.0,1.0,1.0,0.0,2.0,3.0
AAPL,2015-07-27,0,0,0,0,2.0,4.0,1.0,1.0,0.0,5.0,6.0
AAPL,2015-07-28,0,0,0,0,2.0,4.0,1.0,1.0,0.0,6.0,7.0
AAPL,2015-07-29,0,0,0,0,2.0,4.0,1.0,1.0,0.0,7.0,8.0
AAPL,2015-07-30,0,0,0,0,2.0,4.0,1.0,1.0,0.0,8.0,9.0
AAPL,2015-07-31,1,0,0,1,3.0,5.0,2.0,1.0,0.0,0.0,0.0
AAPL,2015-08-03,0,0,0,0,3.0,5.0,2.0,1.0,0.0,3.0,3.0
AAPL,2015-08-04,0,0,0,0,3.0,5.0,2.0,1.0,0.0,4.0,4.0
AAPL,2015-08-05,0,0,0,0,3.0,5.0,2.0,1.0,0.0,5.0,5.0
AAPL,2015-08-06,0,0,0,0,3.0,5.0,2.0,1.0,0.0,6.0,6.0
AAPL,2015-08-07,0,0,0,0,3.0,5.0,2.0,1.0,0.0,7.0,7.0
AAPL,2015-08-10,0,0,0,0,3.0,5.0,2.0,1.0,0.0,10.0,10.0
AAPL,2015-08-11,0,0,0,0,3.0,5.0,2.0,1.0,0.0,11.0,11.0
AAPL,2015-08-12,0,0,0,0,3.0,5.0,2.0,1.0,0.0,12.0,12.0
AAPL,2015-08-13,0,0,0,0,3.0,5.0,2.0,1.0,0.0,13.0,13.0
AAPL,2015-08-14,0,0,0,0,3.0,5.0,2.0,1.0,0.0,14.0,14.0
AAPL,2015-08-17,0,0,0,0,3.0,5.0,2.0,1.0,0.0,17.0,17.0
AAPL,2015-08-18,0,0,0,0,3.0,5.0,2.0,1.0,0.0,18.0,18.0
AAPL,2015-08-19,0,0,0,0,3.0,5.0,2.0,1.0,0.0,19.0,19.0
AAPL,2015-08-20,0,0,0,0,3.0,5.0,2.0,1.0,0.0,20.0,20.0
AAPL,2015-08-21,0,0,0,0,3.0,5.0,2.0,1.0,0.0,21.0,21.0
AAPL,2015-08-24,0,0,0,0,3.0,5.0,2.0,1.0,0.0,24.0,24.0
AAPL,2015-08-25,0,0,0,0,3.0,5.0,2.0,1.0,0.0,25.0,25.0
AAPL,2015-08-26,0,0,0,0,3.0,5.0,2.0,1.0,0.0,26.0,26.0
AAPL,2015-08-27,0,0,0,0,3.0,5.0,2.0,1.0,0.0,27.0,27.0
AAPL,2015-08-28,0,0,0,0,3.0,5.0,2.0,1.0,0.0,28.0,28.0
AAPL,2015-08-31,0,0,0,0,3.0,5.0,2.0,1.0,0.0,31.0,31.0
AAPL,2015-09-01,0,0,0,0,2.0,5.0,1.0,1.0,0.0,32.0,32.0
AAPL,2015-09-02,0,0,0,0,1.0,5.0,1.0,1.0,0.0,33.0,33.0
AAPL,2015-09-03,0,0,0,0,1.0,5.0,1.0,1.0,0.0,34.0,34.0
AAPL,2015-09-04,0,0,0,0,1.0,5.0,1.0,1.0,0.0,35.0,35.0
AAPL,2015-09-08,0,0,0,0,1.0,5.0,1.0,1.0,0.0,39.0,39.0
AAPL,2015-09-09,0,0,0,0,1.0,5.0,1.0,1.0,0.0,40.0,40.0
AAPL,2015-09-10,0,0,0,0,1.0,5.0,1.0,1.0,0.0,41.0,41.0
AAPL,2015-09-11,0,0,0,0,1.0,5.0,1.0,1.0,0.0,42.0,42.0
AAPL,2015-09-14,0,0,0,0,0.0,5.0,0.0,1.0,0.0,45.0,45.0
AAPL,2015-09-15,0,0,0,0,0.0,5.0,0.0,1.0,0.0,46.0,46.0
AAPL,2015-09-16,0,0,0,0,0.0,5.0,0.0,1.0,0.0,47.0,47.0
AAPL,2015-09-17,1,0,0,1,1.0,6.0,1.0,1.0,0.0,0.0,0.0
AAPL,2015-09-18,0,0,0,0,1.0,6.0,1.0,1.0,0.0,1.0,1.0
AAPL,2015-09-21,0,0,0,0,1.0,5.0,1.0,1.0,0.0,4.0,4.0
AAPL,2015-09-22,0,0,0,0,1.0,5.0,1.0,1.0,0.0,5.0,5.0
AAPL,2015-09-23,0,0,0,0,1.0,5.0,1.0,1.0,0.0,6.0,6.0
AAPL,2015-09-24,0,0,0,0,1.0,5.0,1.0,1.0,0.0,7.0,7.0
AAPL,2015-09-25,0,0,0,0,1.0,5.0,1.0,1.0,0.0,8.0,8.0
AAPL,2015-09-28,0,0,0,0,1.0,5.0,1.0,1.0,0.0,11.0,11.0
AAPL,2015-09-29,0,0,0,0,1.0,5.0,1.0,1.0,0.0,12.0,12.0
AAPL,2015-09-30,0,0,0,0,1.0,5.0,1.0,1.0,0.0,13.0,13.0
AAPL,2015-10-01,0,0,0,0,1.0,5.0,1.0,1.0,0.0,14.0,14.0
AAPL,2015-10-02,1,0,0,1,2.0,6.0,2.0,1.0,0.0,0.0,0.0
AAPL,2015-10-05,0,0,0,0,2.0,6.0,2.0,1.0,0.0,3.0,3.0
AAPL,2015-10-06,0,0,0,0,2.0,6.0,2.0,1.0,0.0,4.0,4.0
AAPL,2015-10-07,0,0,0,0,2.0,6.0,2.0,1.0,0.0,5.0,5.0
AAPL,2015-10-08,0,0,0,0,2.0,6.0,2.0,1.0,0.0,6.0,6.0
AAPL,2015-10-09,0,0,0,0,2.0,6.0,2.0,1.0,0.0,7.0,7.0
AAPL,2015-10-12,0,0,0,0,2.0,6.0,2.0,1.0,0.0,10.0,10.0
AAPL,2015-10-13,0,0,0,0,2.0,6.0,2.0,1.0,0.0,11.0,11.0
AAPL,2015-10-14,0,0,0,0,2.0,6.0,2.0,1.0,0.0,12.0,12.0
AAPL,2015-10-15,0,0,0,0,2.0,6.0,2.0,1.0,0.0,13.0,13.0
AAPL,2015-10-16,0,0,0,0,2.0,5.0,2.0,1.0,0.0,14.0,14.0
AAPL,2015-10-19,0,0,0,0,2.0,5.0,2.0,1.0,0.0,17.0,17.0
AAPL,2015-10-20,0,0,0,0,2.0,5.0,2.0,1.0,0.0,18.0,18.0
AAPL,2015-10-21,0,0,0,0,2.0,5.0,2.0,1.0,0.0,19.0,19.0
AAPL,2015-10-22,0,0,0,0,2.0,5.0,2.0,1.0,0.0,20.0,20.0
AAPL,2015-10-23,0,0,0,0,2.0,5.0,2.0,1.0,0.0,21.0,21.0
AAPL,2015-10-26,0,0,0,0,2.0,5.0,2.0,1.0,0.0,24.0,24.0
AAPL,2015-10-27,1,0,0,1,3.0,6.0,3.0,1.0,0.0,0.0,0.0
AAPL,2015-10-28,1,1,0,0,4.0,7.0,3.0,1.0,1.0,0.0,1.0
AAPL,2015-10-29,0,0,0,0,3.0,7.0,2.0,1.0,1.0,1.0,2.0
AAPL,2015-10-30,0,0,0,0,3.0,7.0,2.0,1.0,1.0,2.0,3.0
AAPL,2015-11-02,0,0,0,0,3.0,7.0,2.0,1.0,1.0,5.0,6.0
AAPL,2015-11-03,0,0,0,0,3.0,7.0,2.0,1.0,1.0,6.0,7.0
AAPL,2015-11-04,0,0,0,0,3.0,7.0,2.0,1.0,1.0,7.0,8.0
AAPL,2015-11-05,0,0,0,0,3.0,7.0,2.0,1.0,1.0,8.0,9.0
AAPL,2015-11-06,0,0,0,0,3.0,7.0,2.0,1.0,1.0,9.0,10.0
AAPL,2015-11-09,0,0,0,0,3.0,7.0,2.0,1.0,1.0,12.0,13.0
AAPL,2015-11-10,0,0,0,0,3.0,7.0,2.0,1.0,1.0,13.0,14.0
AAPL,2015-11-11,0,0,0,0,3.0,7.0,2.0,1.0,1.0,14.0,15.0
AAPL,2015-11-12,0,0,0,0,3.0,7.0,2.0,1.0,1.0,15.0,16.0
AAPL,2015-11-13,0,0,0,0,2.0,7.0,1.0,1.0,1.0,16.0,17.0
AAPL,2015-11-16,0,0,0,0,2.0,7.0,1.0,1.0,1.0,19.0,20.0
AAPL,2015-11-17,0,0,0,0,2.0,7.0,1.0,1.0,1.0,20.0,21.0
AAPL,2015-11-18,0,0,0,0,2.0,7.0,1.0,1.0,1.0,21.0,22.0
AAPL,2015-11-19,0,0,0,0,2.0,7.0,1.0,1.0,1.0,22.0,23.0
AAPL,2015-11-20,0,0,0,0,2.0,7.0,1.0,1.0,1.0,23.0,24.0
AAPL,2015-11-23,0,0,0,0,2.0,7.0,1.0,1.0,1.0,26.0,27.0
AAPL,2015-11-24,0,0,0,0,2.0,7.0,1.0,1.0,1.0,27.0,28.0
AAPL,2015-11-25,0,0,0,0,2.0,6.0,1.0,1.0,1.0,28.0,29.0
AAPL,2015-11-27,0,0,0,0,2.0,5.0,1.0,1.0,1.0,30.0,31.0
AAPL,2015-11-30,0,0,0,0,2.0,5.0,1.0,1.0,1.0,33.0,34.0
AAPL,2015-12-01,0,0,0,0,2.0,5.0,1.0,1.0,1.0,34.0,35.0
AAPL,2015-12-02,0,0,0,0,2.0,5.0,1.0,1.0,1.0,35.0,36.0
AAPL,2015-12-03,0,0,0,0,2.0,5.0,1.0,1.0,1.0,36.0,37.0
AAPL,2015-12-04,0,0,0,0,2.0,5.0,1.0,1.0,1.0,37.0,38.0
AAPL,2015-12-07,0,0,0,0,2.0,5.0,1.0,1.0,1.0,40.0,41.0
AAPL,2015-12-08,0,0,0,0,2.0,4.0,1.0,1.0,1.0,41.0,42.0
AAPL,2015-12-09,0,0,0,0,1.0,4.0,0.0,1.0,1.0,42.0,43.0
AAPL,2015-12-10,0,0,0,0,0.0,4.0,0.0,1.0,1.0,43.0,44.0
AAPL,2015-12-11,0,0,0,0,0.0,4.0,0.0,1.0,1.0,44.0,45.0
AAPL,2015-12-14,0,0,0,0,0.0,4.0,0.0,1.0,1.0,47.0,48.0
AAPL,2015-12-15,0,0,0,0,0.0,4.0,0.0,1.0,1.0,48.0,49.0
AAPL,2015-12-16,0,0,0,0,0.0,4.0,0.0,1.0,1.0,49.0,50.0
AAPL,2015-12-17,1,0,0,1,1.0,5.0,1.0,1.0,1.0,0.0,0.0
AAPL,2015-12-18,0,0,0,0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
AAPL,2015-12-21,0,0,0,0,1.0,5.0,1.0,1.0,1.0,4.0,4.0
AAPL,2015-12-22,1,0,0,1,2.0,6.0,2.0,1.0,1.0,0.0,0.0
AAPL,2015-12-23,0,0,0,0,2.0,6.0,2.0,1.0,1.0,1.0,1.0
AAPL,2015-12-24,0,0,0,0,2.0,6.0,2.0,1.0,1.0,2.0,2.0
AAPL,2015-12-28,0,0,0,0,2.0,6.0,2.0,1.0,1.0,6.0,6.0
AAPL,2015-12-29,0,0,0,0,2.0,6.0,2.0,1.0,1.0,7.0,7.0
AAPL,2015-12-30,0,0,0,0,2.0,6.0,2.0,1.0,1.0,8.0,8.0
AAPL,2015-12-31,0,0,0,0,2.0,6.0,2.0,1.0,1.0,9.0,9.0
AAPL,2016-01-04,0,0,0,0,2.0,6.0,2.0,1.0,1.0,13.0,13.0
AAPL,2016-01-05,0,0,0,0,2.0,6.0,2.0,1.0,1.0,14.0,14.0
AAPL,2016-01-06,0,0,0,0,2.0,6.0,2.0,1.0,1.0,15.0,15.0
AAPL,2016-01-07,0,0,0,0,2.0,6.0,2.0,1.0,1.0,16.0,16.0
AAPL,2016-01-08,0,0,0,0,2.0,6.0,2.0,1.0,1.0,17.0,17.0
AAPL,2016-01-11,0,0,0,0,2.0,6.0,2.0,1.0,1.0,20.0,20.0
AAPL,2016-01-12,0,0,0,0,2.0,6.0,2.0,1.0,1.0,21.0,21.0
AAPL,2016-01-13,0,0,0,0,2.0,6.0,2.0,1.0,1.0,22.0,22.0
AAPL,2016-01-14,0,0,0,0,2.0,6.0,2.0,1.0,1.0,23.0,23.0
AAPL,2016-01-15,0,0,0,0,2.0,6.0,2.0,1.0,1.0,24.0,24.0
AAPL,2016-01-19,0,0,0,0,2.0,6.0,2.0,1.0,1.0,28.0,28.0
AAPL,2016-01-20,0,0,0,0,2.0,6.0,2.0,1.0,1.0,29.0,29.0
AAPL,2016-01-21,0,0,0,0,2.0,6.0,2.0,1.0,1.0,30.0,30.0
AAPL,2016-01-22,0,0,0,0,2.0,6.0,2.0,1.0,1.0,31.0,31.0
AAPL,2016-01-25,0,0,0,0,2.0,6.0,2.0,1.0,1.0,34.0,34.0
AAPL,2016-01-26,1,0,0,1,3.0,7.0,3.0,1.0,1.0,0.0,0.0
AAPL,2016-01-27,1,0,1,0,4.0,7.0,3.0,2.0,1.0,0.0,1.0
AAPL,2016-01-28,0,0,0,0,4.0,7.0,3.0,2.0,1.0,1.0,2.0
AAPL,2016-01-29,0,0,0,0,4.0,7.0,3.0,2.0,1.0,2.0,3.0
AAPL,2016-02-01,0,0,0,0,4.0,7.0,3.0,2.0,1.0,5.0,6.0
AAPL,2016-02-02,0,0,0,0,3.0,7.0,2.0,2.0,1.0,6.0,7.0
AAPL,2016-02-03,0,0,0,0,3.0,7.0,2.0,2.0,1.0,7.0,8.0
AAPL,2016-02-04,0,0,0,0,3.0,7.0,2.0,2.0,1.0,8.0,9.0
AAPL,2016-02-05,0,0,0,0,2.0,7.0,1.0,2.0,1.0,9.0,10.0
AAPL,2016-02-08,0,0,0,0,2.0,7.0,1.0,2.0,1.0,12.0,13.0
AAPL,2016-02-09,0,0,0,0,2.0,7.0,1.0,2.0,1.0,13.0,14.0
AAPL,2016-02-10,0,0,0,0,2.0,7.0,1.0,2.0,1.0,14.0,15.0
AAPL,2016-02-11,0,0,0,0,2.0,6.0,1.0,2.0,1.0,15.0,16.0
AAPL,2016-02-12,0,0,0,0,2.0,6.0,1.0,2.0,1.0,16.0,17.0
AAPL,2016-02-16,0,0,0,0,2.0,6.0,1.0,2.0,1.0,20.0,21.0
AAPL,2016-02-17,0,0,0,0,2.0,6.0,1.0,2.0,1.0,21.0,22.0
AAPL,2016-02-18,0,0,0,0,2.0,6.0,1.0,2.0,1.0,22.0,23.0
AAPL,2016-02-19,0,0,0,0,2.0,6.0,1.0,2.0,1.0,23.0,24.0
AAPL,2016-02-22,0,0,0,0,2.0,6.0,1.0,2.0,1.0,26.0,27.0
AAPL,2016-02-23,1,0,0,1,3.0,7.0,2.0,2.0,1.0,0.0,0.0
AAPL,2016-02-24,0,0,0,0,3.0,7.0,2.0,2.0,1.0,1.0,1.0
AAPL,2016-02-25,0,0,0,0,3.0,7.0,2.0,2.0,1.0,2.0,2.0
AAPL,2016-02-26,0,0,0,0,3.0,7.0,2.0,2.0,1.0,3.0,3.0
AAPL,2016-02-29,0,0,0,0,3.0,7.0,2.0,2.0,1.0,6.0,6.0
AAPL,2016-03-01,1,0,0,1,4.0,8.0,3.0,2.0,1.0,0.0,0.0
AAPL,2016-03-02,0,0,0,0,4.0,8.0,3.0,2.0,1.0,1.0,1.0
AAPL,2016-03-03,0,0,0,0,4.0,8.0,3.0,2.0,1.0,2.0,2.0
AAPL,2016-03-04,0,0,0,0,4.0,8.0,3.0,2.0,1.0,3.0,3.0
AAPL,2016-03-07,0,0,0,0,4.0,8.0,3.0,2.0,1.0,6.0,6.0
AAPL,2016-03-08,0,0,0,0,4.0,7.0,3.0,2.0,1.0,7.0,7.0
AAPL,2016-03-09,0,0,0,0,3.0,6.0,2.0,2.0,1.0,8.0,8.0
AAPL,2016-03-10,0,0,0,0,2.0,6.0,2.0,2.0,1.0,9.0,9.0
AAPL,2016-03-11,0,0,0,0,2.0,6.0,2.0,2.0,1.0,10.0,10.0
AAPL,2016-03-14,0,0,0,0,2.0,6.0,2.0,2.0,1.0,13.0,13.0
AAPL,2016-03-15,0,0,0,0,2.0,6.0,2.0,2.0,1.0,14.0,14.0
AAPL,2016-03-16,0,0,0,0,2.0,6.0,2.0,2.0,1.0,15.0,15.0
AAPL,2016-03-17,0,0,0,0,2.0,6.0,2.0,2.0,1.0,16.0,16.0
AAPL,2016-03-18,0,0,0,0,2.0,6.0,2.0,2.0,1.0,17.0,17.0
AAPL,2016-03-21,0,0,0,0,2.0,6.0,2.0,2.0,1.0,20.0,20.0
AAPL,2016-03-22,0,0,0,0,2.0,6.0,2.0,2.0,1.0,21.0,21.0
AAPL,2016-03-23,0,0,0,0,2.0,6.0,2.0,2.0,1.0,22.0,22.0
AAPL,2016-03-24,1,0,0,1,3.0,7.0,3.0,2.0,1.0,0.0,0.0
AAPL,2016-03-28,0,0,0,0,3.0,7.0,3.0,2.0,1.0,4.0,4.0
AAPL,2016-03-29,0,0,0,0,3.0,7.0,3.0,2.0,1.0,5.0,5.0
AAPL,2016-03-30,0,0,0,0,3.0,7.0,3.0,2.0,1.0,6.0,6.0
AAPL,2016-03-31,0,0,0,0,3.0,7.0,3.0,2.0,1.0,7.0,7.0
AAPL,2016-04-01,0,0,0,0,3.0,7.0,3.0,2.0,1.0,8.0,8.0
AAPL,2016-04-04,0,0,0,0,3.0,7.0,3.0,2.0,1.0,11.0,11.0
AAPL,2016-04-05,0,0,0,0,3.0,7.0,3.0,2.0,1.0,12.0,12.0
AAPL,2016-04-06,0,0,0,0,2.0,7.0,2.0,2.0,1.0,13.0,13.0
AAPL,2016-04-07,0,0,0,0,2.0,7.0,2.0,2.0,1.0,14.0,14.0
AAPL,2016-04-08,0,0,0,0,2.0,7.0,2.0,1.0,1.0,15.0,15.0
AAPL,2016-04-11,0,0,0,0,2.0,7.0,2.0,1.0,1.0,18.0,18.0
AAPL,2016-04-12,0,0,0,0,2.0,7.0,2.0,1.0,1.0,19.0,19.0
AAPL,2016-04-13,0,0,0,0,1.0,7.0,1.0,1.0,1.0,20.0,20.0
AAPL,2016-04-14,0,0,0,0,1.0,7.0,1.0,1.0,1.0,21.0,21.0
AAPL,2016-04-15,0,0,0,0,1.0,7.0,1.0,1.0,1.0,22.0,22.0
AAPL,2016-04-18,0,0,0,0,1.0,7.0,1.0,1.0,1.0,25.0,25.0
AAPL,2016-04-19,0,0,0,0,1.0,7.0,1.0,1.0,1.0,26.0,26.0
AAPL,2016-04-20,0,0,0,0,1.0,7.0,1.0,1.0,1.0,27.0,27.0
AAPL,2016-04-21,0,0,0,0,1.0,7.0,1.0,1.0,1.0,28.0,28.0
AAPL,2016-04-22,0,0,0,0,1.0,7.0,1.0,1.0,1.0,29.0,29.0
AAPL,2016-04-25,0,0,0,0,1.0,7.0,1.0,1.0,1.0,32.0,32.0
AAPL,2016-04-26,1,0,0,1,2.0,8.0,2.0,1.0,1.0,0.0,0.0
AAPL,2016-04-27,1,0,1,0,3.0,9.0,2.0,2.0,1.0,0.0,1.0
AAPL,2016-04-28,0,0,0,0,3.0,8.0,2.0,2.0,1.0,1.0,2.0
AAPL,2016-04-29,0,0,0,0,3.0,8.0,2.0,2.0,1.0,2.0,3.0
AAPL,2016-05-02,0,0,0,0,3.0,8.0,2.0,2.0,1.0,5.0,6.0
AAPL,2016-05-03,0,0,0,0,3.0,7.0,2.0,2.0,1.0,6.0,7.0
AAPL,2016-05-04,0,0,0,0,3.0,7.0,2.0,2.0,1.0,7.0,8.0
AAPL,2016-05-05,0,0,0,0,3.0,7.0,2.0,2.0,1.0,8.0,9.0
AAPL,2016-05-06,0,0,0,0,2.0,7.0,1.0,2.0,1.0,9.0,10.0
AAPL,2016-05-09,0,0,0,0,2.0,7.0,1.0,2.0,1.0,12.0,13.0
AAPL,2016-05-10,0,0,0,0,2.0,7.0,1.0,2.0,1.0,13.0,14.0
AAPL,2016-05-11,0,0,0,0,2.0,7.0,1.0,2.0,1.0,14.0,15.0
AAPL,2016-05-12,0,0,0,0,2.0,7.0,1.0,2.0,1.0,15.0,16.0
AAPL,2016-05-13,0,0,0,0,2.0,7.0,1.0,2.0,1.0,16.0,17.0
AAPL,2016-05-16,0,0,0,0,2.0,7.0,1.0,2.0,1.0,19.0,20.0
AAPL,2016-05-17,0,0,0,0,2.0,7.0,1.0,2.0,1.0,20.0,21.0
AAPL,2016-05-18,0,0,0,0,2.0,7.0,1.0,2.0,1.0,21.0,22.0
AAPL,2016-05-19,0,0,0,0,2.0,7.0,1.0,2.0,1.0,22.0,23.0
AAPL,2016-05-20,0,0,0,0,2.0,7.0,1.0,2.0,1.0,23.0,24.0
AAPL,2016-05-23,0,0,0,0,2.0,7.0,1.0,2.0,1.0,26.0,27.0
AAPL,2016-05-24,0,0,0,0,2.0,7.0,1.0,2.0,1.0,27.0,28.0
AAPL,2016-05-25,0,0,0,0,2.0,7.0,1.0,2.0,1.0,28.0,29.0
AAPL,2016-05-26,0,0,0,0,2.0,7.0,1.0,2.0,1.0,29.0,30.0
AAPL,2016-05-27,0,0,0,0,2.0,7.0,1.0,2.0,1.0,30.0,31.0
AAPL,2016-05-31,0,0,0,0,2.0,7.0,1.0,2.0,1.0,34.0,35.0
AAPL,2016-06-01,0,0,0,0,2.0,7.0,1.0,2.0,1.0,35.0,36.0
AAPL,2016-06-02,0,0,0,0,2.0,7.0,1.0,2.0,1.0,36.0,37.0
AAPL,2016-06-03,0,0,0,0,2.0,6.0,1.0,2.0,1.0,37.0,38.0
AAPL,2016-06-06,0,0,0,0,2.0,5.0,1.0,2.0,1.0,40.0,41.0
AAPL,2016-06-07,0,0,0,0,2.0,5.0,1.0,2.0,1.0,41.0,42.0
AAPL,2016-06-08,0,0,0,0,1.0,5.0,0.0,2.0,1.0,42.0,43.0
AAPL,2016-06-09,0,0,0,0,0.0,5.0,0.0,2.0,1.0,43.0,44.0
AAPL,2016-06-10,0,0,0,0,0.0,5.0,0.0,2.0,1.0,44.0,45.0
AAPL,2016-06-13,0,0,0,0,0.0,5.0,0.0,2.0,1.0,47.0,48.0
AAPL,2016-06-14,0,0,0,0,0.0,5.0,0.0,2.0,1.0,48.0,49.0
AAPL,2016-06-15,0,0,0,0,0.0,5.0,0.0,2.0,1.0,49.0,50.0
AAPL,2016-06-16,0,0,0,0,0.0,5.0,0.0,2.0,1.0,50.0,51.0
AAPL,2016-06-17,0,0,0,0,0.0,5.0,0.0,2.0,1.0,51.0,52.0
AAPL,2016-06-20,0,0,0,0,0.0,5.0,0.0,2.0,1.0,54.0,55.0
AAPL,2016-06-21,0,0,0,0,0.0,5.0,0.0,2.0,1.0,55.0,56.0
AAPL,2016-06-22,1,0,0,1,1.0,6.0,1.0,2.0,1.0,0.0,0.0
AAPL,2016-06-23,0,0,0,0,1.0,6.0,1.0,2.0,1.0,1.0,1.0
AAPL,2016-06-24,0,0,0,0,1.0,6.0,1.0,2.0,1.0,2.0,2.0
AAPL,2016-06-27,0,0,0,0,1.0,6.0,1.0,2.0,1.0,5.0,5.0
AAPL,2016-06-28,0,0,0,0,1.0,6.0,1.0,2.0,1.0,6.0,6.0
AAPL,2016-06-29,0,0,0,0,1.0,6.0,1.0,2.0,1.0,7.0,7.0
AAPL,2016-06-30,0,0,0,0,1.0,5.0,1.0,2.0,1.0,8.0,8.0
AAPL,2016-07-01,0,0,0,0,1.0,5.0,1.0,2.0,1.0,9.0,9.0
AAPL,2016-07-05,0,0,0,0,1.0,5.0,1.0,2.0,1.0,13.0,13.0
AAPL,2016-07-06,0,0,0,0,1.0,5.0,1.0,2.0,1.0,14.0,14.0
AAPL,2016-07-07,0,0,0,0,1.0,5.0,1.0,2.0,1.0,15.0,15.0
AAPL,2016-07-08,0,0,0,0,1.0,4.0,1.0,2.0,1.0,16.0,16.0
AAPL,2016-07-11,0,0,0,0,1.0,4.0,1.0,2.0,1.0,19.0,19.0
AAPL,2016-07-12,0,0,0,0,1.0,4.0,1.0,2.0,1.0,20.0,20.0
AAPL,2016-07-13,0,0,0,0,1.0,4.0,1.0,2.0,1.0,21.0,21.0
AAPL,2016-07-14,0,0,0,0,1.0,4.0,1.0,2.0,1.0,22.0,22.0
AAPL,2016-07-15,0,0,0,0,1.0,4.0,1.0,2.0,1.0,23.0,23.0
AAPL,2016-07-18,0,0,0,0,1.0,4.0,1.0,2.0,1.0,26.0,26.0
AAPL,2016-07-19,0,0,0,0,1.0,4.0,1.0,2.0,1.0,27.0,27.0
AAPL,2016-07-20,0,0,0,0,1.0,4.0,1.0,2.0,1.0,28.0,28.0
AAPL,2016-07-21,0,0,0,0,1.0,4.0,1.0,2.0,1.0,29.0,29.0
AAPL,2016-07-22,0,0,0,0,1.0,4.0,1.0,2.0,1.0,30.0,30.0
AAPL,2016-07-25,0,0,0,0,1.0,4.0,1.0,2.0,1.0,33.0,33.0
AAPL,2016-07-26,1,0,0,1,2.0,5.0,2.0,2.0,1.0,0.0,0.0
AAPL,2016-07-27,1,0,1,0,3.0,6.0,2.0,3.0,1.0,0.0,1.0
AAPL,2016-07-28,0,0,0,0,3.0,6.0,2.0,3.0,1.0,1.0,2.0
AAPL,2016-07-29,0,0,0,0,3.0,6.0,2.0,3.0,1.0,2.0,3.0
AAPL,2016-08-01,0,0,0,0,3.0,6.0,2.0,3.0,1.0,5.0,6.0
AAPL,2016-08-02,0,0,0,0,3.0,5.0,2.0,3.0,1.0,6.0,7.0
AAPL,2016-08-03,0,0,0,0,3.0,5.0,2.0,3.0,1.0,7.0,8.0
AAPL,2016-08-04,1,0,0,1,3.0,6.0,2.0,3.0,1.0,0.0,0.0
AAPL,2016-08-05,0,0,0,0,3.0,6.0,2.0,3.0,1.0,1.0,1.0
AAPL,2016-08-08,0,0,0,0,3.0,6.0,2.0,3.0,1.0,4.0,4.0
AAPL,2016-08-09,0,0,0,0,3.0,6.0,2.0,3.0,1.0,5.0,5.0
AAPL,2016-08-10,0,0,0,0,3.0,6.0,2.0,3.0,1.0,6.0,6.0
AAPL,2016-08-11,0,0,0,0,3.0,6.0,2.0,3.0,1.0,7.0,7.0
AAPL,2016-08-12,0,0,0,0,3.0,6.0,2.0,3.0,1.0,8.0,8.0
AAPL,2016-08-15,0,0,0,0,3.0,6.0,2.0,3.0,1.0,11.0,11.0
AAPL,2016-08-16,0,0,0,0,3.0,6.0,2.0,3.0,1.0,12.0,12.0
AAPL,2016-08-17,0,0,0,0,3.0,6.0,2.0,3.0,1.0,13.0,13.0
AAPL,2016-08-18,0,0,0,0,3.0,6.0,2.0,3.0,1.0,14.0,14.0
AAPL,2016-08-19,0,0,0,0,3.0,6.0,2.0,3.0,1.0,15.0,15.0
AAPL,2016-08-22,0,0,0,0,3.0,6.0,2.0,3.0,1.0,18.0,18.0
AAPL,2016-08-23,0,0,0,0,3.0,6.0,2.0,3.0,1.0,19.0,19.0
AAPL,2016-08-24,0,0,0,0,3.0,6.0,2.0,3.0,1.0,20.0,20.0
AAPL,2016-08-25,0,0,0,0,3.0,6.0,2.0,3.0,1.0,21.0,21.0
AAPL,2016-08-26,0,0,0,0,3.0,6.0,2.0,3.0,1.0,22.0,22.0
AAPL,2016-08-29,0,0,0,0,3.0,6.0,2.0,3.0,1.0,25.0,25.0
AAPL,2016-08-30,0,0,0,0,3.0,6.0,2.0,3.0,1.0,26.0,26.0
AAPL,2016-08-31,0,0,0,0,3.0,6.0,2.0,3.0,1.0,27.0,27.0
AAPL,2016-09-01,0,0,0,0,3.0,5.0,2.0,3.0,1.0,28.0,28.0
AAPL,2016-09-02,0,0,0,0,3.0,4.0,2.0,3.0,1.0,29.0,29.0
AAPL,2016-09-06,0,0,0,0,3.0,4.0,2.0,3.0,1.0,33.0,33.0
AAPL,2016-09-07,0,0,0,0,2.0,4.0,1.0,3.0,1.0,34.0,34.0
AAPL,2016-09-08,0,0,0,0,1.0,4.0,1.0,3.0,1.0,35.0,35.0
AAPL,2016-09-09,0,0,0,0,1.0,4.0,1.0,3.0,1.0,36.0,36.0
AAPL,2016-09-12,0,0,0,0,1.0,4.0,1.0,3.0,1.0,39.0,39.0
AAPL,2016-09-13,0,0,0,0,1.0,4.0,1.0,3.0,1.0,40.0,40.0
AAPL,2016-09-14,0,0,0,0,1.0,4.0,1.0,3.0,1.0,41.0,41.0
